student_id,gaming_hours,gaming_genre
395,6.13,Casual
396,3.03,FPS
397,3.83,Casual
398,1.49,FPS
399,2.34,FPS
400,6.23,Casual
401,7.15,RPG
402,5.8,Casual
403,3.72,RPG
404,0.69,Casual
405,0.46,Casual
406,2.99,RPG
407,3.71,FPS
408,4.87,RPG
409,0.05,Casual
410,7.92,RPG
411,2.91,Casual
412,6.78,FPS
413,4.28,Casual
414,1.04,FPS
415,6.38,FPS
416,5.68,RPG
417,4.22,RPG
418,4.12,FPS
419,0.7,Casual
420,5.25,Casual
421,7.29,Casual
422,0.75,FPS
423,2.11,FPS
424,7.22,RPG
425,2.27,Casual
426,5.23,FPS
427,4.28,RPG
428,4.77,RPG
429,3.33,Casual
430,2.4,RPG
431,0.39,RPG
432,5.95,FPS
433,5.97,FPS
434,5.37,Casual
435,5.15,FPS
436,1.95,Casual
437,0.18,FPS
438,6.47,RPG
439,3.93,FPS
440,2.45,Casual
441,0.82,Casual
442,0.5,FPS
443,2.79,FPS
444,6.44,Casual
445,7.35,Casual
446,7.17,RPG
447,7.36,Casual
448,7.26,FPS
449,4.22,RPG
450,1.76,Casual
451,6.38,FPS
452,1.71,Casual
453,2.14,Casual
454,1.87,Casual
455,4.12,FPS
456,2.57,FPS
457,1.23,RPG
458,3.63,FPS
459,6.99,Casual
460,4.56,FPS
461,7.03,Casual
462,1.57,FPS
463,1.34,RPG
464,4.6,FPS
465,3.71,FPS
466,5.28,RPG
467,6.36,RPG
468,6.01,Casual
469,7.54,FPS
470,3.19,FPS
471,1.65,Casual
472,4.41,Casual
473,0.89,FPS
474,2.31,FPS
475,1.66,FPS
476,3.17,FPS
477,0.89,FPS
478,0.25,RPG
479,5.25,Casual
480,4.88,FPS
481,5.67,Casual
482,5.28,RPG
483,0.91,Casual
484,2.33,Casual
485,1.04,Casual
486,6.74,RPG
487,5.98,Casual
488,1.61,FPS
489,2.73,FPS
490,7.73,Casual
491,4.75,Casual
492,6.41,FPS
493,2.12,Casual
494,1.68,FPS
495,6.27,FPS
496,5.49,RPG
497,5.45,RPG
498,4.42,RPG
499,4.51,FPS
500,5.89,Casual
501,2.16,Casual
502,2.82,FPS
503,6.97,FPS
504,2.47,FPS
505,4.37,Casual
506,5.62,Casual
507,8.0,RPG
508,3.48,Casual
509,3.42,Casual
510,6.74,RPG
511,6.44,FPS
512,5.85,FPS
513,3.71,FPS
514,2.59,RPG
515,4.87,FPS
516,7.01,FPS
517,7.07,FPS
518,0.87,RPG
519,3.43,Casual
520,3.72,Casual
521,7.82,Casual
522,5.42,Casual
523,3.26,RPG
524,0.21,FPS
525,4.52,FPS
526,0.77,FPS
527,6.68,RPG
528,6.02,FPS
529,3.68,Casual
530,3.43,FPS
531,7.18,FPS
532,2.31,Casual
533,1.99,FPS
534,7.51,RPG
535,6.47,FPS
536,6.57,FPS
537,1.56,RPG
538,1.15,RPG
539,0.21,FPS
540,1.9,Casual
541,6.19,Casual
542,1.92,FPS
543,5.83,FPS
544,2.02,Casual
545,3.16,Casual
546,7.87,FPS
547,1.96,FPS
548,3.01,FPS
549,2.41,FPS
550,0.88,FPS
551,3.92,Casual
552,3.03,Casual
553,5.56,Casual
554,6.54,FPS
555,4.35,FPS
556,0.26,FPS
557,4.95,RPG
558,0.44,FPS
559,4.93,FPS
560,5.48,FPS
561,1.58,Casual
562,6.55,RPG
563,7.29,FPS
564,6.5,Casual
565,2.44,Casual
566,4.69,FPS
567,7.32,FPS
568,2.57,Casual
569,6.56,FPS
570,0.08,Casual
571,0.03,FPS
572,6.08,RPG
573,6.09,FPS
574,6.31,RPG
575,7.44,Casual
576,0.94,RPG
577,1.86,FPS
578,7.23,FPS
579,1.42,Casual
580,5.46,Casual
581,4.24,FPS
582,0.67,Casual
583,2.28,RPG
584,4.16,FPS
585,6.82,RPG
586,5.66,RPG
587,4.98,Casual
588,3.97,FPS
589,2.39,Casual
590,0.95,Casual
591,3.27,RPG
592,0.23,FPS
593,1.69,Casual
594,3.46,RPG
595,3.35,Casual
596,0.35,FPS
597,4.71,Casual
598,4.4,Casual
599,0.62,Casual
600,7.55,FPS
601,0.8,RPG
602,6.84,FPS
603,0.0,FPS
604,7.06,FPS
605,0.16,Casual
606,6.06,RPG
607,2.89,FPS
608,5.91,Casual
609,3.21,Casual
610,0.57,Casual
611,6.14,Casual
612,0.57,Casual
613,7.38,FPS
614,0.41,Casual
615,3.83,FPS
616,5.78,RPG
617,3.15,Casual
618,1.74,FPS
619,6.07,RPG
620,6.27,FPS
621,7.38,FPS
622,3.01,FPS
623,4.05,Casual
624,2.91,FPS
625,2.06,Casual
626,6.01,RPG
627,2.72,RPG
628,3.43,Casual
629,3.23,RPG
630,5.7,FPS
631,7.34,FPS
632,5.33,RPG
633,3.77,RPG
634,6.23,FPS
635,5.13,RPG
636,0.48,RPG
637,0.77,Casual
638,0.3,RPG
639,3.65,Casual
640,6.61,RPG
641,2.5,Casual
642,3.07,RPG
643,7.28,RPG
644,6.7,FPS
645,5.32,RPG
646,2.13,Casual
647,0.94,FPS
648,0.13,FPS
649,0.86,Casual
650,2.34,RPG
651,4.41,FPS
652,0.51,RPG
653,1.09,RPG
654,1.45,RPG
655,5.06,Casual
656,4.93,FPS
657,4.41,RPG
658,2.0,Casual
659,2.97,Casual
660,0.77,FPS
661,1.81,FPS
662,7.18,RPG
663,7.84,Casual
664,5.18,Casual
665,7.33,RPG
666,5.14,Casual
667,0.27,RPG
668,7.97,Casual
669,0.79,Casual
670,5.46,Casual
671,2.02,Casual
672,3.14,RPG
673,5.17,FPS
674,3.49,RPG
675,2.0,Casual
676,2.68,Casual
677,2.73,FPS
678,7.67,FPS
679,6.39,RPG
680,3.67,RPG
681,1.6,FPS
682,6.49,Casual
683,1.26,FPS
684,1.68,RPG
685,2.93,FPS
686,7.04,Casual
687,1.05,Casual
688,0.98,FPS
689,3.95,RPG
690,2.21,FPS
691,4.55,Casual
692,3.61,Casual
693,3.48,Casual
694,0.9,FPS
695,1.13,FPS
696,6.57,RPG
697,7.09,FPS
698,1.88,Casual
699,0.91,RPG
700,0.43,FPS
701,4.87,FPS
702,5.72,Casual
703,2.98,Casual
704,5.44,FPS
705,5.7,FPS
706,7.48,FPS
707,0.52,FPS
708,1.54,Casual
709,0.55,Casual
710,6.94,Casual
711,6.34,Casual
712,4.6,Casual
713,0.67,RPG
714,2.19,Casual
715,2.38,RPG
716,4.49,FPS
717,2.06,RPG
718,0.58,RPG
719,5.85,Casual
720,2.39,RPG
721,3.62,FPS
722,1.02,FPS
723,6.42,Casual
724,4.52,Casual
725,7.21,Casual
726,3.96,FPS
727,7.53,FPS
728,7.13,RPG
729,4.61,Casual
730,7.47,Casual
731,2.58,Casual
732,2.93,RPG
733,0.36,Casual
734,4.71,FPS
735,5.78,FPS
736,6.19,Casual
737,1.2,FPS
738,3.55,Casual
739,1.41,RPG
740,5.3,FPS
741,1.26,FPS
742,7.23,FPS
743,1.85,Casual
744,2.33,FPS
745,6.81,RPG
746,3.67,RPG
747,0.19,FPS
748,3.96,FPS
749,0.68,FPS
750,7.88,FPS
751,4.7,RPG
752,2.05,Casual
753,4.51,FPS
754,0.61,Casual
755,6.4,RPG
756,7.4,RPG
757,7.0,Casual
758,2.73,RPG
759,2.61,FPS
760,0.28,FPS
761,5.21,Casual
762,4.28,FPS
763,3.67,RPG
764,7.26,RPG
765,1.34,FPS
766,0.08,Casual
767,0.59,Casual
768,1.79,RPG
769,0.27,FPS
770,4.02,FPS
771,2.51,RPG
772,1.44,Casual
773,6.0,RPG
774,1.64,Casual
775,5.5,FPS
776,2.79,Casual
777,4.09,RPG
778,7.47,Casual
779,0.3,FPS
780,4.0,RPG
781,6.84,Casual
782,4.7,Casual
783,2.21,FPS
784,3.18,FPS
785,5.44,RPG
786,7.13,Casual
787,0.33,RPG
788,0.57,FPS
789,2.6,Casual
790,1.86,RPG
791,2.12,FPS
792,1.77,FPS
793,1.57,Casual
794,1.04,FPS
795,7.47,FPS
796,1.15,RPG
797,1.64,FPS
798,1.97,FPS
799,7.46,RPG
800,6.05,Casual
801,6.32,FPS
802,0.84,FPS
803,6.69,RPG
804,3.27,FPS
805,2.1,RPG
806,4.61,Casual
807,6.58,RPG
808,6.23,FPS
809,7.12,FPS
810,7.43,FPS
811,1.9,FPS
812,3.39,FPS
813,0.12,FPS
814,7.03,Casual
815,1.24,Casual
816,6.89,RPG
817,2.64,FPS
818,2.95,Casual
819,0.31,FPS
820,2.62,FPS
821,7.11,FPS
822,0.2,RPG
823,3.25,FPS
824,0.25,FPS
825,2.97,FPS
826,1.38,Casual
827,2.02,FPS
828,7.02,FPS
829,3.49,RPG
830,2.19,FPS
831,4.71,RPG
832,1.14,FPS
833,2.08,RPG
834,4.37,RPG
835,1.9,Casual
836,5.43,FPS
837,3.93,RPG
838,6.18,Casual
839,7.59,Casual
840,0.93,Casual
841,2.68,Casual
842,2.56,RPG
843,1.21,FPS
844,6.48,Casual
845,6.08,RPG
846,3.88,RPG
847,4.3,RPG
848,0.48,RPG
849,4.44,RPG
850,6.33,RPG
851,4.59,FPS
852,2.12,Casual
853,5.34,Casual
854,2.89,RPG
855,4.36,FPS
856,3.9,FPS
857,3.05,FPS
858,5.75,FPS
859,7.07,FPS
860,0.04,FPS
861,7.47,FPS
862,4.09,RPG
863,5.61,Casual
864,6.84,FPS
865,3.74,RPG
866,6.68,Casual
867,1.42,Casual
868,1.27,FPS
869,5.26,FPS
870,6.96,FPS
871,7.14,FPS
872,5.15,RPG
873,4.2,FPS
874,2.65,Casual
875,7.84,FPS
876,2.56,Casual
877,5.95,FPS
878,4.26,RPG
879,4.87,RPG
880,3.15,RPG
881,7.72,FPS
882,4.57,FPS
883,7.5,FPS
884,0.06,RPG
885,4.58,FPS
886,5.74,RPG
887,5.96,FPS
888,7.24,FPS
889,0.04,RPG
890,0.0,RPG
891,3.78,FPS
892,0.23,RPG
893,7.8,Casual
894,1.78,FPS
895,3.78,FPS
896,0.49,RPG
897,4.18,Casual
898,3.04,FPS
899,0.36,RPG
900,2.68,Casual
901,3.13,RPG
902,7.92,FPS
903,1.66,RPG
904,4.36,FPS
905,7.9,FPS
906,6.34,FPS
907,7.95,FPS
908,7.75,FPS
909,3.92,Casual
910,5.57,Casual
911,0.88,FPS
912,3.53,FPS
913,6.47,Casual
914,4.04,RPG
915,5.62,Casual
916,5.97,RPG
917,2.03,Casual
918,7.01,FPS
919,3.68,FPS
920,1.68,FPS
921,6.92,RPG
922,3.34,Casual
923,6.0,Casual
924,4.38,Casual
925,3.05,FPS
926,6.48,Casual
927,4.68,FPS
928,3.12,Casual
929,0.88,FPS
930,7.16,FPS
931,0.28,Casual
932,6.91,Casual
933,2.88,Casual
934,5.11,FPS
935,7.38,Casual
936,1.21,RPG
937,4.54,RPG
938,6.12,RPG
939,6.06,Casual
940,4.21,RPG
941,5.0,FPS
942,6.06,RPG
943,6.73,Casual
944,6.09,FPS
945,2.83,FPS
946,7.97,RPG
947,3.48,FPS
948,0.2,FPS
949,2.9,Casual
950,1.02,FPS
951,0.97,FPS
952,2.25,RPG
953,0.43,RPG
954,5.51,FPS
955,0.59,Casual
956,1.63,RPG
957,0.74,FPS
958,0.51,FPS
959,2.14,RPG
960,4.58,FPS
961,7.72,Casual
962,7.0,FPS
963,7.01,RPG
964,1.41,Casual
965,2.12,Casual
966,0.61,FPS
967,6.23,RPG
968,0.56,FPS
969,4.45,Casual
970,1.98,RPG
971,1.95,FPS
972,7.93,Casual
973,6.05,FPS
974,6.7,FPS
975,4.58,RPG
976,6.97,FPS
977,5.16,Casual
978,7.57,FPS
979,2.25,RPG
980,4.76,Casual
981,5.52,FPS
982,3.14,FPS
983,7.04,FPS
984,7.84,Casual
985,3.95,Casual
986,3.13,FPS
987,3.78,FPS
988,6.82,Casual
989,5.16,RPG
990,0.36,RPG
991,4.34,RPG
992,0.14,Casual
993,6.23,Casual
994,2.63,Casual
995,3.78,Casual
996,6.39,Casual
997,0.37,FPS
998,1.27,FPS
999,3.18,Casual
1000,1.84,FPS
1001,2.7,Casual
1002,7.99,Casual
1003,6.6,RPG
1004,7.07,FPS
1005,7.5,FPS
1006,2.73,FPS
1007,2.38,Casual
1008,1.87,FPS
1009,6.64,Casual
1010,5.44,FPS
1011,1.89,Casual
1012,3.02,FPS
1013,4.05,RPG
1014,4.23,FPS
1015,7.11,FPS
1016,3.04,RPG
1017,7.27,Casual
1018,3.53,FPS
1019,5.97,FPS
1020,7.44,Casual
1021,7.26,Casual
1022,0.46,FPS
1023,1.65,FPS
1024,3.82,FPS
1025,3.45,FPS
1026,5.13,FPS
1027,7.56,FPS
1028,0.9,RPG
1029,3.61,RPG
1030,1.54,FPS
1031,7.15,RPG
1032,7.72,FPS
1033,3.83,FPS
1034,0.83,FPS
1035,6.28,FPS
1036,5.58,Casual
1037,2.84,FPS
1038,7.1,Casual
1039,7.81,RPG
1040,4.46,RPG
1041,4.53,RPG
1042,2.38,FPS
1043,4.68,FPS
1044,3.52,FPS
1045,2.42,RPG
1046,0.54,RPG
1047,2.02,RPG
1048,1.58,FPS
1049,4.34,Casual
1050,4.81,FPS
1051,4.87,FPS
1052,3.11,Casual
1053,3.37,FPS
1054,6.67,Casual
1055,3.81,FPS
1056,7.9,FPS
1057,3.52,FPS
1058,5.2,RPG
1059,0.4,RPG
1060,5.23,FPS
1061,6.81,FPS
1062,7.54,FPS
1063,7.98,FPS
1064,2.26,Casual
1065,4.6,FPS
1066,3.61,Casual
1067,4.51,FPS
1068,1.26,FPS
1069,6.85,RPG
1070,7.28,Casual
1071,3.6,Casual
1072,2.24,RPG
1073,1.13,FPS
1074,5.47,FPS
1075,2.5,RPG
1076,7.28,FPS
1077,5.37,Casual
1078,5.17,RPG
1079,4.48,Casual
1080,0.37,RPG
1081,7.46,Casual
1082,5.02,FPS
1083,7.95,RPG
1084,4.3,FPS
1085,5.68,RPG
1086,0.45,RPG
1087,5.05,Casual
1088,6.12,Casual
1089,6.23,RPG
1090,6.16,FPS
1091,1.81,Casual
1092,7.8,FPS
1093,7.96,Casual
1094,0.6,RPG
1095,7.49,Casual
1096,2.32,RPG
1097,5.51,RPG
1098,2.7,FPS
1099,7.74,Casual
1100,0.81,FPS
1101,3.98,Casual
1102,3.42,FPS
1103,2.61,Casual
1104,5.16,FPS
1105,1.05,FPS
1106,5.73,Casual
1107,7.84,Casual
1108,6.44,RPG
1109,6.88,Casual
1110,2.88,FPS
1111,2.6,FPS
1112,4.14,FPS
1113,0.37,FPS
1114,7.56,FPS
1115,1.15,RPG
1116,7.22,FPS
1117,0.67,FPS
1118,6.58,RPG
1119,1.22,FPS
1120,0.31,FPS
1121,5.76,FPS
1122,2.24,Casual
1123,5.72,FPS
1124,4.44,Casual
1125,0.87,RPG
1126,7.46,FPS
1127,3.62,FPS
1128,5.88,RPG
1129,4.01,Casual
1130,4.83,FPS
1131,2.42,FPS
1132,1.6,FPS
1133,4.34,FPS
1134,3.52,Casual
1135,3.12,RPG
1136,5.38,FPS
1137,5.52,Casual
1138,0.37,FPS
1139,2.71,RPG
1140,3.29,RPG
1141,0.78,FPS
1142,1.89,FPS
1143,0.41,FPS
1144,7.97,Casual
1145,5.89,Casual
1146,0.7,FPS
1147,0.16,RPG
1148,5.75,RPG
1149,3.51,FPS
1150,6.29,RPG
1151,7.39,Casual
1152,4.79,FPS
1153,1.5,Casual
1154,6.26,RPG
1155,7.65,FPS
1156,4.64,Casual
1157,5.46,FPS
1158,2.7,Casual
1159,3.05,FPS
1160,5.88,RPG
1161,7.42,Casual
1162,5.03,FPS
1163,6.32,FPS
1164,1.37,RPG
1165,1.7,RPG
1166,4.26,FPS
1167,1.41,Casual
1168,5.08,Casual
1169,2.33,FPS
1170,6.33,RPG
1171,6.46,RPG
1172,3.71,Casual
1173,1.45,FPS
1174,5.17,FPS
1175,7.94,FPS
1176,4.98,Casual
1177,0.29,FPS
1178,0.14,FPS
1179,2.56,RPG
1180,1.57,FPS
1181,6.5,FPS
1182,6.76,RPG
1183,2.07,FPS
1184,2.61,RPG
1185,1.89,FPS
1186,7.27,RPG
1187,4.02,FPS
1188,5.25,RPG
1189,3.32,FPS
1190,5.05,FPS
1191,3.09,FPS
1192,2.72,RPG
1193,5.08,FPS
1194,4.73,RPG
1195,2.35,RPG
1196,1.19,RPG
1197,2.95,FPS
1198,3.32,RPG
1199,5.03,Casual
1200,7.32,FPS
1201,0.29,FPS
1202,1.95,FPS
1203,1.55,RPG
1204,4.02,FPS
1205,3.44,Casual
1206,5.83,RPG
1207,1.94,FPS
1208,4.76,Casual
1209,7.07,FPS
1210,7.29,FPS
1211,7.67,FPS
1212,6.19,FPS
1213,7.25,Casual
1214,1.88,FPS
1215,1.58,Casual
1216,0.05,Casual
1217,5.65,FPS
1218,7.5,RPG
1219,1.5,RPG
1220,5.1,Casual
1221,5.97,FPS
1222,7.42,FPS
1223,5.17,Casual
1224,7.76,FPS
1225,2.76,FPS
1226,2.8,RPG
1227,4.34,FPS
1228,3.07,RPG
1229,0.01,Casual
1230,5.85,RPG
1231,6.01,RPG
1232,5.98,FPS
1233,2.76,Casual
1234,4.18,Casual
1235,2.88,FPS
1236,0.13,FPS
1237,4.5,Casual
1238,0.99,FPS
1239,0.64,RPG
1240,6.04,FPS
1241,0.08,FPS
1242,7.67,FPS
1243,4.12,Casual
1244,7.86,RPG
1245,0.46,RPG
1246,4.67,FPS
1247,2.79,FPS
1248,6.75,FPS
1249,2.89,FPS
1250,2.08,RPG
1251,6.86,RPG
1252,3.0,FPS
1253,0.13,Casual
1254,3.12,FPS
1255,5.24,Casual
1256,2.03,FPS
1257,3.46,FPS
1258,0.45,RPG
1259,4.7,FPS
1260,6.05,FPS
1261,3.31,FPS
1262,3.36,FPS
1263,0.71,RPG
1264,1.62,RPG
1265,1.24,FPS
1266,3.85,FPS
1267,4.23,Casual
1268,7.59,FPS
1269,0.59,RPG
1270,4.8,Casual
1271,4.21,FPS
1272,4.13,FPS
1273,6.99,Casual
1274,1.64,FPS
1275,0.33,FPS
1276,5.38,RPG
1277,2.76,FPS
1278,0.14,Casual
1279,2.01,FPS
1280,2.47,RPG
1281,4.93,RPG
1282,1.38,RPG
1283,3.3,RPG
1284,3.86,Casual
1285,3.67,Casual
1286,7.79,FPS
1287,0.36,RPG
1288,7.61,FPS
1289,4.66,RPG
1290,6.37,FPS
1291,3.44,Casual
1292,3.63,FPS
1293,7.03,Casual
1294,7.17,FPS
1295,1.91,Casual
1296,1.59,RPG
1297,3.97,Casual
1298,7.2,RPG
1299,2.58,Casual
1300,5.22,Casual
1301,5.67,Casual
1302,6.23,FPS
1303,4.51,RPG
1304,3.22,FPS
1305,7.74,FPS
1306,4.89,Casual
1307,5.83,FPS
1308,2.76,FPS
1309,5.36,FPS
1310,2.06,FPS
1311,1.96,FPS
1312,5.72,FPS
1313,4.17,FPS
1314,5.47,RPG
1315,2.16,FPS
1316,4.79,Casual
1317,3.55,Casual
1318,4.78,FPS
1319,2.33,FPS
1320,5.72,FPS
1321,6.45,Casual
1322,2.08,RPG
1323,2.4,RPG
1324,5.29,Casual
1325,5.56,Casual
1326,5.63,Casual
1327,5.46,Casual
1328,3.14,Casual
1329,3.16,Casual
1330,2.04,FPS
1331,1.25,Casual
1332,5.54,Casual
1333,0.75,FPS
1334,7.5,RPG
1335,6.61,RPG
1336,6.86,FPS
1337,7.25,Casual
1338,3.27,FPS
1339,6.77,Casual
1340,1.26,FPS
1341,0.17,FPS
1342,6.28,Casual
1343,0.6,FPS
1344,7.91,Casual
1345,5.4,FPS
1346,6.03,Casual
1347,1.97,FPS
1348,5.39,FPS
1349,0.35,Casual
1350,6.7,FPS
1351,1.36,Casual
1352,5.58,Casual
1353,1.8,FPS
1354,0.55,RPG
1355,3.85,FPS
1356,1.35,FPS
1357,5.84,FPS
1358,1.9,RPG
1359,2.74,Casual
1360,4.54,FPS
